week_start,week_end,is_partial_week,state_code,product,measurement_unit,average_price,median_price,minimum_price,maximum_price,price_observations,station_count
2026-04-13,2026-04-19,False,AC,GASOLINA ADITIVADA,R$ / litro,7.648,7.57,7.24,8.59,14,14
2026-04-13,2026-04-19,False,AL,DIESEL,R$ / litro,8.283,8.07,7.79,8.99,6,6
2026-04-13,2026-04-19,False,AL,DIESEL S10,R$ / litro,7.352,7.17,6.94,8.26,26,26
2026-04-13,2026-04-19,False,AL,ETANOL,R$ / litro,5.413,5.39,4.99,5.85,51,51
2026-04-13,2026-04-19,False,AL,GASOLINA,R$ / litro,7.008,6.89,6.8,7.52,59,59
2026-04-13,2026-04-19,False,AL,GASOLINA ADITIVADA,R$ / litro,7.176,7.09,6.89,7.8,42,42
2026-04-13,2026-04-19,False,AL,GNV,R$ / m³,4.315,4.19,4.19,4.94,6,6
2026-04-13,2026-04-19,False,AM,DIESEL,R$ / litro,7.517,7.59,7.29,7.59,21,21
2026-04-13,2026-04-19,False,AM,DIESEL S10,R$ / litro,7.832,7.59,7.29,9.29,42,42
2026-04-13,2026-04-19,False,AM,ETANOL,R$ / litro,5.383,5.29,5.27,5.79,38,38
2026-04-13,2026-04-19,False,AM,GASOLINA,R$ / litro,7.558,7.29,7.27,9.29,55,55
2026-04-13,2026-04-19,False,AM,GASOLINA ADITIVADA,R$ / litro,7.661,7.39,7.27,9.29,48,48
2026-04-13,2026-04-19,False,AM,GNV,R$ / m³,4.99,4.99,4.99,4.99,2,2
2026-04-13,2026-04-19,False,AP,DIESEL S10,R$ / litro,7.18,7.18,7.18,7.18,1,1
2026-04-13,2026-04-19,False,AP,GASOLINA,R$ / litro,6.59,6.59,6.59,6.59,1,1
2026-04-13,2026-04-19,False,BA,DIESEL,R$ / litro,8.109,8.09,7.19,9.08,130,130
2026-04-13,2026-04-19,False,BA,DIESEL S10,R$ / litro,8.208,8.19,7.39,9.45,176,176
2026-04-13,2026-04-19,False,BA,ETANOL,R$ / litro,5.531,5.53,5.03,6.48,203,203
2026-04-13,2026-04-19,False,BA,GASOLINA,R$ / litro,7.462,7.55,6.91,7.99,225,225
2026-04-13,2026-04-19,False,BA,GASOLINA ADITIVADA,R$ / litro,7.555,7.59,6.91,8.99,159,159
2026-04-13,2026-04-19,False,BA,GNV,R$ / m³,4.432,4.345,3.95,5.79,12,12
2026-04-13,2026-04-19,False,CE,DIESEL,R$ / litro,7.359,7.49,6.55,7.89,19,19
2026-04-13,2026-04-19,False,CE,DIESEL S10,R$ / litro,7.262,7.19,6.15,8.27,127,127
2026-04-13,2026-04-19,False,CE,ETANOL,R$ / litro,5.538,5.49,4.97,6.19,121,121
2026-04-13,2026-04-19,False,CE,GASOLINA,R$ / litro,7.004,6.99,6.29,7.44,135,135
2026-04-13,2026-04-19,False,CE,GASOLINA ADITIVADA,R$ / litro,7.14,7.17,6.29,7.5,121,121
2026-04-13,2026-04-19,False,CE,GNV,R$ / m³,5.38,5.15,5.13,6.09,4,4
2026-04-13,2026-04-19,False,DF,DIESEL,R$ / litro,7.423,7.39,6.89,8.39,19,19
2026-04-13,2026-04-19,False,DF,DIESEL S10,R$ / litro,7.564,7.49,7.19,8.39,17,17
2026-04-13,2026-04-19,False,DF,ETANOL,R$ / litro,5.115,5.19,4.46,5.19,23,23
2026-04-13,2026-04-19,False,DF,GASOLINA,R$ / litro,6.48,6.45,6.15,6.69,50,50
2026-04-13,2026-04-19,False,DF,GASOLINA ADITIVADA,R$ / litro,6.626,6.57,6.28,7.19,45,45
2026-04-13,2026-04-19,False,ES,DIESEL,R$ / litro,6.89,6.89,6.69,7.49,29,29
2026-04-13,2026-04-19,False,ES,DIESEL S10,R$ / litro,7.016,6.99,6.65,7.59,46,46
2026-04-13,2026-04-19,False,ES,ETANOL,R$ / litro,5.057,4.99,4.69,5.89,58,58
2026-04-13,2026-04-19,False,ES,GASOLINA,R$ / litro,6.618,6.59,6.34,7.19,86,86
2026-04-13,2026-04-19,False,ES,GASOLINA ADITIVADA,R$ / litro,6.762,6.79,6.34,7.49,75,75
2026-04-13,2026-04-19,False,ES,GNV,R$ / m³,4.117,3.99,3.98,4.49,7,7
2026-04-13,2026-04-19,False,GO,DIESEL,R$ / litro,7.354,7.39,6.79,7.99,88,88
2026-04-13,2026-04-19,False,GO,DIESEL S10,R$ / litro,7.455,7.49,6.89,7.99,136,136
2026-04-13,2026-04-19,False,GO,ETANOL,R$ / litro,4.845,4.885,3.95,5.27,162,162
2026-04-13,2026-04-19,False,GO,GASOLINA,R$ / litro,6.569,6.545,5.94,6.99,160,160
2026-04-13,2026-04-19,False,GO,GASOLINA ADITIVADA,R$ / litro,6.777,6.77,6.15,7.47,99,99
2026-04-13,2026-04-19,False,MA,DIESEL,R$ / litro,7.45,7.39,6.84,7.89,47,47
2026-04-13,2026-04-19,False,MA,DIESEL S10,R$ / litro,7.526,7.49,6.84,8.49,85,85
2026-04-13,2026-04-19,False,MA,ETANOL,R$ / litro,5.504,5.4,4.98,6.19,51,51
2026-04-13,2026-04-19,False,MA,GASOLINA,R$ / litro,6.78,6.78,6.19,7.79,98,98
2026-04-13,2026-04-19,False,MA,GASOLINA ADITIVADA,R$ / litro,6.931,6.88,6.35,7.99,63,63
2026-04-13,2026-04-19,False,MG,DIESEL,R$ / litro,7.162,7.09,6.54,7.99,249,249
2026-04-13,2026-04-19,False,MG,DIESEL S10,R$ / litro,7.355,7.29,6.79,8.09,341,341
2026-04-13,2026-04-19,False,MG,ETANOL,R$ / litro,4.747,4.78,4.07,5.55,468,468
2026-04-13,2026-04-19,False,MG,GASOLINA,R$ / litro,6.483,6.48,5.85,7.29,492,492
2026-04-13,2026-04-19,False,MG,GASOLINA ADITIVADA,R$ / litro,6.717,6.69,6.07,7.99,307,307
2026-04-13,2026-04-19,False,MG,GNV,R$ / m³,5.151,4.97,4.74,5.79,8,8
2026-04-13,2026-04-19,False,MS,DIESEL,R$ / litro,7.204,7.19,6.21,7.77,24,24
2026-04-13,2026-04-19,False,MS,DIESEL S10,R$ / litro,7.375,7.29,6.89,7.96,27,27
2026-04-13,2026-04-19,False,MS,ETANOL,R$ / litro,4.485,4.44,4.25,5.17,32,32
2026-04-13,2026-04-19,False,MS,GASOLINA,R$ / litro,6.637,6.59,6.27,7.29,51,51
2026-04-13,2026-04-19,False,MS,GASOLINA ADITIVADA,R$ / litro,6.827,6.79,6.41,7.49,41,41
2026-04-13,2026-04-19,False,MT,DIESEL,R$ / litro,7.478,7.45,6.8,8.89,40,40
2026-04-13,2026-04-19,False,MT,DIESEL S10,R$ / litro,7.614,7.56,7.09,8.91,50,50
2026-04-13,2026-04-19,False,MT,ETANOL,R$ / litro,4.647,4.65,3.99,4.89,65,65
2026-04-13,2026-04-19,False,MT,GASOLINA,R$ / litro,6.857,6.79,6.33,7.26,68,68
2026-04-13,2026-04-19,False,MT,GASOLINA ADITIVADA,R$ / litro,7.025,6.99,6.33,7.39,37,37
2026-04-13,2026-04-19,False,MT,GNV,R$ / m³,3.99,3.99,3.99,3.99,2,2
2026-04-13,2026-04-19,False,PA,DIESEL,R$ / litro,7.684,7.58,6.99,8.75,50,50
2026-04-13,2026-04-19,False,PA,DIESEL S10,R$ / litro,7.741,7.66,6.69,8.8,86,86
2026-04-13,2026-04-19,False,PA,ETANOL,R$ / litro,5.416,5.39,4.61,6.09,47,47
2026-04-13,2026-04-19,False,PA,GASOLINA,R$ / litro,7.047,6.99,6.39,7.99,110,110
2026-04-13,2026-04-19,False,PA,GASOLINA ADITIVADA,R$ / litro,7.158,7.19,6.29,7.99,76,76
2026-04-13,2026-04-19,False,PB,DIESEL,R$ / litro,6.96,6.98,6.41,7.59,26,26
2026-04-13,2026-04-19,False,PB,DIESEL S10,R$ / litro,7.2,7.19,6.69,7.63,48,48
2026-04-13,2026-04-19,False,PB,ETANOL,R$ / litro,4.858,4.79,4.64,5.3,57,57
2026-04-13,2026-04-19,False,PB,GASOLINA,R$ / litro,6.572,6.49,6.23,6.99,66,66
2026-04-13,2026-04-19,False,PB,GASOLINA ADITIVADA,R$ / litro,6.7,6.69,6.23,7.09,45,45
2026-04-13,2026-04-19,False,PB,GNV,R$ / m³,4.888,4.86,4.79,5.21,9,9
2026-04-13,2026-04-19,False,PE,DIESEL,R$ / litro,7.99,7.94,7.89,8.19,6,6
2026-04-13,2026-04-19,False,PE,DIESEL S10,R$ / litro,7.221,7.09,6.77,8.19,145,145
2026-04-13,2026-04-19,False,PE,ETANOL,R$ / litro,5.514,5.69,4.2,6.59,145,145
2026-04-13,2026-04-19,False,PE,GASOLINA,R$ / litro,7.175,7.26,6.42,7.99,168,168
2026-04-13,2026-04-19,False,PE,GASOLINA ADITIVADA,R$ / litro,7.326,7.39,6.42,7.99,123,123
2026-04-13,2026-04-19,False,PE,GNV,R$ / m³,4.19,4.19,4.19,4.19,24,24
2026-04-13,2026-04-19,False,PI,DIESEL,R$ / litro,7.307,7.29,6.32,7.85,19,19
2026-04-13,2026-04-19,False,PI,DIESEL S10,R$ / litro,7.663,7.68,7.19,8.17,27,27
2026-04-13,2026-04-19,False,PI,ETANOL,R$ / litro,5.077,4.99,4.79,5.4,21,21
2026-04-13,2026-04-19,False,PI,GASOLINA,R$ / litro,6.615,6.605,5.79,7.04,36,36
2026-04-13,2026-04-19,False,PI,GASOLINA ADITIVADA,R$ / litro,6.805,6.75,6.39,7.44,23,23
2026-04-13,2026-04-19,False,PR,DIESEL,R$ / litro,7.308,7.29,6.74,8.49,128,128
2026-04-13,2026-04-19,False,PR,DIESEL S10,R$ / litro,7.609,7.59,6.99,8.39,188,188
2026-04-13,2026-04-19,False,PR,ETANOL,R$ / litro,4.775,4.79,4.09,5.25,260,260
2026-04-13,2026-04-19,False,PR,GASOLINA,R$ / litro,6.833,6.89,6.19,7.59,263,263
2026-04-13,2026-04-19,False,PR,GASOLINA ADITIVADA,R$ / litro,6.974,6.99,6.19,7.79,215,215
2026-04-13,2026-04-19,False,PR,GNV,R$ / m³,4.637,4.73,4.19,4.99,3,3
2026-04-13,2026-04-19,False,RJ,DIESEL,R$ / litro,7.287,7.255,6.09,8.29,120,120
2026-04-13,2026-04-19,False,RJ,DIESEL S10,R$ / litro,7.394,7.39,5.69,8.39,205,205
2026-04-13,2026-04-19,False,RJ,ETANOL,R$ / litro,5.174,5.19,4.66,5.95,283,283
2026-04-13,2026-04-19,False,RJ,GASOLINA,R$ / litro,6.785,6.72,6.09,7.99,328,328
2026-04-13,2026-04-19,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.965,6.99,6.29,8.19,295,295
2026-04-13,2026-04-19,False,RJ,GNV,R$ / m³,4.328,4.19,3.79,6.28,156,156
2026-04-13,2026-04-19,False,RN,DIESEL,R$ / litro,7.376,7.385,6.99,7.69,24,24
2026-04-13,2026-04-19,False,RN,DIESEL S10,R$ / litro,7.416,7.465,6.97,7.89,36,36
2026-04-13,2026-04-19,False,RN,ETANOL,R$ / litro,5.695,5.59,5.39,6.32,42,42
2026-04-13,2026-04-19,False,RN,GASOLINA,R$ / litro,6.786,6.78,6.49,7.59,46,46
2026-04-13,2026-04-19,False,RN,GASOLINA ADITIVADA,R$ / litro,6.85,6.885,6.49,7.29,40,40
2026-04-13,2026-04-19,False,RN,GNV,R$ / m³,5.162,5.16,5.09,5.28,5,5
2026-04-13,2026-04-19,False,RO,DIESEL,R$ / litro,7.439,7.46,6.78,8.0,27,27
2026-04-13,2026-04-19,False,RO,DIESEL S10,R$ / litro,7.602,7.575,7.06,8.79,32,32
2026-04-13,2026-04-19,False,RO,ETANOL,R$ / litro,5.678,5.685,5.31,5.99,26,26
2026-04-13,2026-04-19,False,RO,GASOLINA,R$ / litro,7.468,7.515,7.09,7.89,40,40
2026-04-13,2026-04-19,False,RO,GASOLINA ADITIVADA,R$ / litro,7.542,7.575,7.25,7.99,38,38
2026-04-13,2026-04-19,False,RR,DIESEL,R$ / litro,7.799,7.8,7.65,7.95,11,11
2026-04-13,2026-04-19,False,RR,DIESEL S10,R$ / litro,7.863,7.82,7.8,8.0,10,10
2026-04-13,2026-04-19,False,RR,ETANOL,R$ / litro,5.523,5.49,5.49,5.59,6,6
2026-04-13,2026-04-19,False,RR,GASOLINA,R$ / litro,7.885,7.9,7.79,7.9,13,13
2026-04-13,2026-04-19,False,RR,GASOLINA ADITIVADA,R$ / litro,7.97,7.98,7.89,8.05,13,13
2026-04-13,2026-04-19,False,RS,DIESEL,R$ / litro,7.226,7.19,6.49,8.44,190,190
2026-04-13,2026-04-19,False,RS,DIESEL S10,R$ / litro,7.331,7.33,6.39,8.54,229,229
2026-04-13,2026-04-19,False,RS,ETANOL,R$ / litro,5.277,5.19,4.75,6.59,154,154
2026-04-13,2026-04-19,False,RS,GASOLINA,R$ / litro,6.629,6.59,6.17,7.66,327,327
2026-04-13,2026-04-19,False,RS,GASOLINA ADITIVADA,R$ / litro,6.811,6.79,6.34,7.79,314,314
2026-04-13,2026-04-19,False,RS,GNV,R$ / m³,4.962,4.99,4.59,5.81,23,23
2026-04-13,2026-04-19,False,SC,DIESEL,R$ / litro,7.333,7.275,6.75,7.98,58,58
2026-04-13,2026-04-19,False,SC,DIESEL S10,R$ / litro,7.565,7.57,6.89,8.39,110,110
2026-04-13,2026-04-19,False,SC,ETANOL,R$ / litro,5.078,4.99,4.49,5.79,113,113
2026-04-13,2026-04-19,False,SC,GASOLINA,R$ / litro,6.76,6.79,6.27,7.29,167,167
2026-04-13,2026-04-19,False,SC,GASOLINA ADITIVADA,R$ / litro,6.894,6.89,6.27,7.49,156,156
2026-04-13,2026-04-19,False,SC,GNV,R$ / m³,4.627,4.59,4.49,5.09,27,27
2026-04-13,2026-04-19,False,SE,DIESEL,R$ / litro,7.599,7.57,7.3,7.99,16,16
2026-04-13,2026-04-19,False,SE,DIESEL S10,R$ / litro,7.361,7.3,7.29,7.74,10,10
2026-04-13,2026-04-19,False,SE,ETANOL,R$ / litro,5.539,5.59,5.19,5.69,22,22
2026-04-13,2026-04-19,False,SE,GASOLINA,R$ / litro,7.196,7.22,7.1,7.29,40,40
2026-04-13,2026-04-19,False,SE,GASOLINA ADITIVADA,R$ / litro,7.276,7.235,7.1,7.58,34,34
2026-04-13,2026-04-19,False,SE,GNV,R$ / m³,4.673,4.61,4.61,4.99,6,6
2026-04-13,2026-04-19,False,SP,DIESEL,R$ / litro,7.377,7.39,6.09,8.99,423,423
2026-04-13,2026-04-19,False,SP,DIESEL S10,R$ / litro,7.599,7.59,6.19,9.79,814,814
2026-04-13,2026-04-19,False,SP,ETANOL,R$ / litro,4.506,4.49,3.49,5.99,1265,1265
2026-04-13,2026-04-19,False,SP,GASOLINA,R$ / litro,6.68,6.69,5.69,9.59,1282,1282
2026-04-13,2026-04-19,False,SP,GASOLINA ADITIVADA,R$ / litro,6.944,6.89,5.89,9.79,990,990
2026-04-13,2026-04-19,False,SP,GNV,R$ / m³,4.277,4.24,3.41,5.39,48,48
2026-04-13,2026-04-19,False,TO,DIESEL,R$ / litro,7.471,7.45,6.85,7.99,21,21
2026-04-13,2026-04-19,False,TO,DIESEL S10,R$ / litro,7.594,7.59,6.85,7.99,21,21
2026-04-13,2026-04-19,False,TO,ETANOL,R$ / litro,5.514,5.49,4.85,6.03,23,23
2026-04-13,2026-04-19,False,TO,GASOLINA,R$ / litro,7.125,7.065,6.75,7.39,28,28
2026-04-13,2026-04-19,False,TO,GASOLINA ADITIVADA,R$ / litro,7.226,7.19,6.75,7.59,16,16
2026-04-20,2026-04-26,False,AC,DIESEL,R$ / litro,8.003,7.89,7.59,8.75,9,9
2026-04-20,2026-04-26,False,AC,DIESEL S10,R$ / litro,8.293,8.25,7.89,9.27,9,9
2026-04-20,2026-04-26,False,AC,ETANOL,R$ / litro,5.492,5.355,4.99,6.6,10,10
2026-04-20,2026-04-26,False,AC,GASOLINA,R$ / litro,7.49,7.48,7.19,8.46,12,12
2026-04-20,2026-04-26,False,AC,GASOLINA ADITIVADA,R$ / litro,7.555,7.52,7.24,8.46,12,12
2026-04-20,2026-04-26,False,AL,DIESEL,R$ / litro,8.157,8.04,6.99,8.99,6,6
2026-04-20,2026-04-26,False,AL,DIESEL S10,R$ / litro,7.31,7.18,6.69,8.26,26,26
2026-04-20,2026-04-26,False,AL,ETANOL,R$ / litro,5.397,5.38,5.09,5.85,48,48
2026-04-20,2026-04-26,False,AL,GASOLINA,R$ / litro,6.911,6.79,6.59,7.52,59,59
2026-04-20,2026-04-26,False,AL,GASOLINA ADITIVADA,R$ / litro,7.129,7.09,6.59,7.8,38,38
2026-04-20,2026-04-26,False,AL,GNV,R$ / m³,4.271,4.19,3.99,4.94,8,8
2026-04-20,2026-04-26,False,AM,DIESEL,R$ / litro,7.506,7.59,7.29,7.59,19,19
2026-04-20,2026-04-26,False,AM,DIESEL S10,R$ / litro,7.832,7.59,7.29,9.29,41,41
2026-04-20,2026-04-26,False,AM,ETANOL,R$ / litro,5.36,5.29,5.15,5.79,36,36
2026-04-20,2026-04-26,False,AM,GASOLINA,R$ / litro,7.538,7.29,6.97,9.29,53,53
2026-04-20,2026-04-26,False,AM,GASOLINA ADITIVADA,R$ / litro,7.648,7.38,6.97,9.29,45,45
2026-04-20,2026-04-26,False,AM,GNV,R$ / m³,4.99,4.99,4.99,4.99,1,1
2026-04-20,2026-04-26,False,AP,DIESEL S10,R$ / litro,7.215,7.15,6.9,7.48,8,8
2026-04-20,2026-04-26,False,AP,ETANOL,R$ / litro,5.89,5.89,5.89,5.89,1,1
2026-04-20,2026-04-26,False,AP,GASOLINA,R$ / litro,6.548,6.525,6.43,6.85,12,12
2026-04-20,2026-04-26,False,AP,GASOLINA ADITIVADA,R$ / litro,6.785,6.785,6.69,6.88,2,2
2026-04-20,2026-04-26,False,BA,DIESEL,R$ / litro,7.992,7.95,7.08,8.89,141,141
2026-04-20,2026-04-26,False,BA,DIESEL S10,R$ / litro,8.1,7.99,7.18,9.35,180,180
2026-04-20,2026-04-26,False,BA,ETANOL,R$ / litro,5.459,5.4,4.93,6.48,216,216
2026-04-20,2026-04-26,False,BA,GASOLINA,R$ / litro,7.385,7.49,6.78,7.99,246,246
2026-04-20,2026-04-26,False,BA,GASOLINA ADITIVADA,R$ / litro,7.463,7.505,6.88,8.15,172,172
2026-04-20,2026-04-26,False,BA,GNV,R$ / m³,4.292,4.3,3.95,4.89,13,13
2026-04-20,2026-04-26,False,CE,DIESEL,R$ / litro,7.337,7.49,6.69,7.99,19,19
2026-04-20,2026-04-26,False,CE,DIESEL S10,R$ / litro,7.26,7.17,6.15,7.99,121,121
2026-04-20,2026-04-26,False,CE,ETANOL,R$ / litro,5.516,5.49,4.99,6.19,118,118
2026-04-20,2026-04-26,False,CE,GASOLINA,R$ / litro,6.988,6.99,6.09,7.72,132,132
2026-04-20,2026-04-26,False,CE,GASOLINA ADITIVADA,R$ / litro,7.108,7.15,6.09,7.49,113,113
2026-04-20,2026-04-26,False,CE,GNV,R$ / m³,5.15,5.15,5.15,5.15,9,9
2026-04-20,2026-04-26,False,DF,DIESEL,R$ / litro,7.304,7.385,6.83,7.59,20,20
2026-04-20,2026-04-26,False,DF,DIESEL S10,R$ / litro,7.468,7.42,7.09,7.99,20,20
2026-04-20,2026-04-26,False,DF,ETANOL,R$ / litro,5.038,5.185,4.45,5.19,28,28
2026-04-20,2026-04-26,False,DF,GASOLINA,R$ / litro,6.46,6.45,6.05,6.69,50,50
2026-04-20,2026-04-26,False,DF,GASOLINA ADITIVADA,R$ / litro,6.615,6.57,6.27,7.19,46,46
2026-04-20,2026-04-26,False,ES,DIESEL,R$ / litro,6.856,6.89,6.65,7.25,27,27
2026-04-20,2026-04-26,False,ES,DIESEL S10,R$ / litro,6.983,6.99,6.59,7.59,44,44
2026-04-20,2026-04-26,False,ES,ETANOL,R$ / litro,5.06,4.99,4.69,5.89,54,54
2026-04-20,2026-04-26,False,ES,GASOLINA,R$ / litro,6.597,6.49,6.34,7.19,81,81
2026-04-20,2026-04-26,False,ES,GASOLINA ADITIVADA,R$ / litro,6.774,6.77,6.34,7.49,72,72
2026-04-20,2026-04-26,False,ES,GNV,R$ / m³,4.001,3.99,3.98,4.09,8,8
2026-04-20,2026-04-26,False,GO,DIESEL,R$ / litro,7.147,7.12,6.29,7.95,92,92
2026-04-20,2026-04-26,False,GO,DIESEL S10,R$ / litro,7.256,7.29,6.34,7.99,140,140
2026-04-20,2026-04-26,False,GO,ETANOL,R$ / litro,4.879,4.87,3.75,5.27,169,169
2026-04-20,2026-04-26,False,GO,GASOLINA,R$ / litro,6.638,6.6,5.99,6.97,169,169
2026-04-20,2026-04-26,False,GO,GASOLINA ADITIVADA,R$ / litro,6.809,6.79,5.99,7.64,107,107
2026-04-20,2026-04-26,False,MA,DIESEL,R$ / litro,7.348,7.345,6.92,7.89,44,44
2026-04-20,2026-04-26,False,MA,DIESEL S10,R$ / litro,7.399,7.39,6.25,8.11,84,84
2026-04-20,2026-04-26,False,MA,ETANOL,R$ / litro,5.478,5.4,4.88,6.16,53,53
2026-04-20,2026-04-26,False,MA,GASOLINA,R$ / litro,6.637,6.6,5.88,7.49,99,99
2026-04-20,2026-04-26,False,MA,GASOLINA ADITIVADA,R$ / litro,6.8,6.78,5.98,7.69,62,62
2026-04-20,2026-04-26,False,MG,DIESEL,R$ / litro,7.056,6.99,6.39,7.89,245,245
2026-04-20,2026-04-26,False,MG,DIESEL S10,R$ / litro,7.27,7.29,6.49,7.99,342,342
2026-04-20,2026-04-26,False,MG,ETANOL,R$ / litro,4.699,4.69,4.08,5.39,463,463
2026-04-20,2026-04-26,False,MG,GASOLINA,R$ / litro,6.449,6.405,5.75,7.29,494,494
2026-04-20,2026-04-26,False,MG,GASOLINA ADITIVADA,R$ / litro,6.698,6.69,5.97,7.99,302,302
2026-04-20,2026-04-26,False,MG,GNV,R$ / m³,5.127,4.97,4.74,5.79,10,10
2026-04-20,2026-04-26,False,MS,DIESEL,R$ / litro,7.248,7.24,6.87,7.89,28,28
2026-04-20,2026-04-26,False,MS,DIESEL S10,R$ / litro,7.437,7.39,6.99,8.09,29,29
2026-04-20,2026-04-26,False,MS,ETANOL,R$ / litro,4.506,4.49,3.99,5.17,38,38
2026-04-20,2026-04-26,False,MS,GASOLINA,R$ / litro,6.654,6.65,6.19,7.29,57,57
2026-04-20,2026-04-26,False,MS,GASOLINA ADITIVADA,R$ / litro,6.813,6.79,6.19,7.49,44,44
2026-04-20,2026-04-26,False,MS,GNV,R$ / m³,4.59,4.59,4.59,4.59,1,1
2026-04-20,2026-04-26,False,MT,DIESEL,R$ / litro,7.212,7.19,6.6,7.9,53,53
2026-04-20,2026-04-26,False,MT,DIESEL S10,R$ / litro,7.36,7.29,6.65,7.99,59,59
2026-04-20,2026-04-26,False,MT,ETANOL,R$ / litro,4.572,4.55,3.99,4.89,84,84
2026-04-20,2026-04-26,False,MT,GASOLINA,R$ / litro,6.75,6.75,6.33,7.39,87,87
2026-04-20,2026-04-26,False,MT,GASOLINA ADITIVADA,R$ / litro,7.015,6.99,6.33,8.99,48,48
2026-04-20,2026-04-26,False,MT,GNV,R$ / m³,3.99,3.99,3.99,3.99,2,2
2026-04-20,2026-04-26,False,PA,DIESEL,R$ / litro,7.523,7.525,6.79,8.33,46,46
2026-04-20,2026-04-26,False,PA,DIESEL S10,R$ / litro,7.546,7.55,6.75,8.53,67,67
2026-04-20,2026-04-26,False,PA,ETANOL,R$ / litro,5.299,5.32,4.61,5.82,38,38
2026-04-20,2026-04-26,False,PA,GASOLINA,R$ / litro,6.949,6.99,6.29,7.42,94,94
2026-04-20,2026-04-26,False,PA,GASOLINA ADITIVADA,R$ / litro,7.091,7.12,6.24,7.79,65,65
2026-04-20,2026-04-26,False,PB,DIESEL,R$ / litro,6.96,6.99,6.49,7.59,25,25
2026-04-20,2026-04-26,False,PB,DIESEL S10,R$ / litro,7.184,7.19,6.76,7.65,47,47
2026-04-20,2026-04-26,False,PB,ETANOL,R$ / litro,4.87,4.79,4.67,5.39,55,55
2026-04-20,2026-04-26,False,PB,GASOLINA,R$ / litro,6.528,6.49,6.19,6.89,65,65
2026-04-20,2026-04-26,False,PB,GASOLINA ADITIVADA,R$ / litro,6.663,6.69,6.19,6.89,47,47
2026-04-20,2026-04-26,False,PB,GNV,R$ / m³,4.891,4.855,4.79,5.21,8,8
2026-04-20,2026-04-26,False,PE,DIESEL,R$ / litro,7.584,7.59,6.97,7.89,7,7
2026-04-20,2026-04-26,False,PE,DIESEL S10,R$ / litro,7.132,6.99,6.79,8.09,161,161
2026-04-20,2026-04-26,False,PE,ETANOL,R$ / litro,5.478,5.69,4.2,6.59,165,165
2026-04-20,2026-04-26,False,PE,GASOLINA,R$ / litro,7.038,7.2,6.38,7.99,189,189
2026-04-20,2026-04-26,False,PE,GASOLINA ADITIVADA,R$ / litro,7.184,7.29,6.38,7.89,138,138
2026-04-20,2026-04-26,False,PE,GNV,R$ / m³,4.19,4.19,4.19,4.19,29,29
2026-04-20,2026-04-26,False,PI,DIESEL,R$ / litro,7.318,7.38,6.72,7.85,27,27
2026-04-20,2026-04-26,False,PI,DIESEL S10,R$ / litro,7.558,7.49,6.99,8.19,48,48
2026-04-20,2026-04-26,False,PI,ETANOL,R$ / litro,5.02,4.99,4.49,5.4,38,38
2026-04-20,2026-04-26,False,PI,GASOLINA,R$ / litro,6.654,6.665,5.79,7.19,56,56
2026-04-20,2026-04-26,False,PI,GASOLINA ADITIVADA,R$ / litro,6.861,6.89,6.25,7.44,36,36
2026-04-20,2026-04-26,False,PR,DIESEL,R$ / litro,7.181,7.09,6.49,8.49,122,122
2026-04-20,2026-04-26,False,PR,DIESEL S10,R$ / litro,7.459,7.49,6.79,8.29,172,172
2026-04-20,2026-04-26,False,PR,ETANOL,R$ / litro,4.707,4.78,3.99,5.39,259,259
2026-04-20,2026-04-26,False,PR,GASOLINA,R$ / litro,6.805,6.89,6.09,7.49,256,256
2026-04-20,2026-04-26,False,PR,GASOLINA ADITIVADA,R$ / litro,6.944,6.99,6.09,7.69,209,209
2026-04-20,2026-04-26,False,PR,GNV,R$ / m³,4.73,4.73,4.73,4.73,1,1
2026-04-20,2026-04-26,False,RJ,DIESEL,R$ / litro,7.182,7.09,6.64,7.99,94,94
2026-04-20,2026-04-26,False,RJ,DIESEL S10,R$ / litro,7.306,7.29,5.69,8.19,164,164
2026-04-20,2026-04-26,False,RJ,ETANOL,R$ / litro,5.177,5.09,4.66,5.89,231,231
2026-04-20,2026-04-26,False,RJ,GASOLINA,R$ / litro,6.771,6.69,5.88,7.99,271,271
2026-04-20,2026-04-26,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.966,6.94,6.29,8.19,247,247
2026-04-20,2026-04-26,False,RJ,GNV,R$ / m³,4.325,4.19,3.84,6.49,133,133
2026-04-20,2026-04-26,False,RN,DIESEL,R$ / litro,7.285,7.29,6.89,7.59,22,22
2026-04-20,2026-04-26,False,RN,DIESEL S10,R$ / litro,7.349,7.365,6.89,7.89,34,34
2026-04-20,2026-04-26,False,RN,ETANOL,R$ / litro,5.672,5.59,5.38,6.32,38,38
2026-04-20,2026-04-26,False,RN,GASOLINA,R$ / litro,6.712,6.715,6.42,7.59,44,44
2026-04-20,2026-04-26,False,RN,GASOLINA ADITIVADA,R$ / litro,6.772,6.83,6.48,7.29,40,40
2026-04-20,2026-04-26,False,RN,GNV,R$ / m³,5.172,5.16,5.09,5.28,4,4
2026-04-20,2026-04-26,False,RO,DIESEL,R$ / litro,7.413,7.41,6.87,7.79,25,25
2026-04-20,2026-04-26,False,RO,DIESEL S10,R$ / litro,7.504,7.49,7.09,7.99,37,37
2026-04-20,2026-04-26,False,RO,ETANOL,R$ / litro,5.697,5.68,5.39,5.99,25,25
